ActivePower,GeneratorRPM,MainBoxTemperature,WindSpeed
-4.3192983,682.1829644,36.507812,3.064410917
48.31257092,664.0446678,37.24998625,3.662826184
119.9551633,1030.0353,36.493743,4.047241942
130.3702175,1030.06885,35.96443086,4.445588628
152.9411163,1029.947278,35.71875,4.414631332
216.8716594,1030.107122,35.5703125,4.90527765
256.40243,1034.696833,35.49750738,4.938405095
322.0423988,1070.15527,35.48488578,4.993099871
501.0236305,1172.576756,35.46644233,5.902894563
463.0853821,1151.24586,35.52777778,5.709236689
458.3002228,1129.317738,35.66071429,5.644727583
465.6207321,1154.848011,35.76388889,5.564715695
361.2463728,1072.95842,35.90277778,5.28477205
367.4685763,1084.16825,36.020752,5.276778837
356.1022956,1073.367367,36.17395825,5.237488722
431.4243089,1124.735689,36.32163425,5.664336674
268.6964859,1035.91237,36.53472222,4.823116483
208.6378226,1030.846187,36.74970675,4.5377209
245.3059553,1029.617989,36.88392857,5.003110321
257.1604106,1029.983167,37.02358913,4.7542776
239.3396526,1038.227922,37.26562375,4.660515653
268.167285,1031.8777,37.55803333,4.841766361
217.8800168,1031.409544,37.83560425,4.688241853
242.4152862,1037.03709,38.1565201,4.580983942
186.5689503,1029.88735,38.4375,4.250805406
167.967525,1030.878889,38.6640525,4.213084
146.9245498,1030.658567,38.953125,3.929199828
143.9445937,1029.222593,39.22916667,4.042405053
193.9784321,1042.912822,39.51785714,4.286535165
129.5953959,1030.32327,39.84375,3.993963063
183.2612476,1029.513287,40.16949243,3.866099811
278.4593961,1090.539008,40.5125,4.68227755
269.4023328,1044.478983,40.81792156,4.915249783
138.4782424,938.3671122,41.19534,4.412599742
70.13357237,557.0132312,42.1128076,4.077133161
208.4833897,1036.953437,42.14287143,4.398584032
230.4973866,1029.4741,42.21875,4.056123429
11.62664802,419.3795995,42.64582222,3.306210353
75.1319437,901.571802,43.40972222,4.019362989
60.07357692,1026.323431,42.9092945,3.808041968
-7.343777467,84.130845,43.56237625,2.983605444
2.19820465,315.188486,44.5780945,3.371383144
-6.892682233,199.4928151,44.70277243,2.654688772
-8.4844799,10.55645035,45.3248752,2.650157774
-8.416044974,78.07090413,45.8380088,2.78503989
-8.527578394,63.5903577,46.2386272,2.897827644
-7.843406837,32.8006273,46.59375,2.41898989
-8.208676153,2.5871709,46.9276658,3.401099865
-5.837502405,62.5023279,47.2497402,2.831099858
-6.306670284,313.6666666,47.57930713,2.752084058
11.92189191,767.6071293,46.8877125,2.889666511
52.65957524,666.556663,46.6454755,3.609033222
56.25735445,491.2121301,46.01388844,2.976773505
15.03686766,667.8144417,46.52361156,3.688099839
27.41681211,404.0650554,46.28571429,3.404510363
-4.628163183,327.7424137,46.390625,3.746405422
145.3813821,1042.036827,46.546875,4.111794589
-5.8629399,457.4587111,46.1328125,3.241663011
115.1789529,829.4201561,46.5234265,4.137560917
76.70369098,717.6470022,46.0779325,3.281610363
163.5094958,757.9729289,46.80555556,4.267372072
166.6743985,942.5472511,46.5482125,3.854799879
61.1387111,708.0419448,47.13263175,3.615578758
135.6496137,1033.646044,47.03125,3.850026147
227.1681782,1056.164767,47.0703125,4.396662984
412.8320424,1117.037156,47.29561689,5.0583292
402.4245717,1133.896314,47.69642571,5.308722111
397.0660222,1118.31763,47.9765625,5.38353865
546.7210378,1201.1144,48.2206175,5.719689363
383.2470208,1100.7066,48.48471213,5.234638689
210.8183792,1038.80707,48.6331287,4.489394344
287.8500803,1086.5936,48.6875,4.74036085
399.7227428,1097.613478,48.67969425,5.123949911
238.7464186,1049.88234,48.725,4.457631432
581.1999358,1239.176233,48.6875,5.829452426
551.9331606,1219.425422,48.56251288,6.151855378
577.9179695,1237.925222,48.281138,6.096236642
566.0013682,1228.741122,48.13392857,5.742852694
571.6348663,1224.979022,48.03493371,6.151941937
717.6040072,1316.33647,47.80625,6.69399415
400.3950526,1095.049333,47.5760555,5.699447153
404.9126059,1132.798814,47.375,5.585452759
662.5931447,1268.871533,47.05337,6.174478663
951.5508,1461.26336,46.69253611,7.098755317
921.9247989,1425.387456,46.382823,7.055005328
995.417055,1461.18929,46.04867511,7.123499583
828.8277683,1389.7768,45.7421875,6.83756095
821.3522394,1376.853389,45.4296875,6.87204985
688.9892432,1284.458178,45.21875,6.655189253
733.5181888,1334.64588,44.9,6.363217476
563.1114694,1241.666413,44.62444029,5.945929294
776.6177175,1358.18314,44.3984365,6.532019835
787.9872256,1359.671989,44.1484375,6.936268274
898.9432944,1432.2108,43.93943738,6.809716317
902.4026563,1420.125556,43.7421875,6.921657595
1002.400648,1463.137711,43.52028,7.169255378
955.0795995,1438.130378,43.3125,7.373199711
1161.403509,1546.149889,43.093584,7.611887941
1228.059758,1589.4509,42.921875,7.988578505
1162.14104,1535.253089,42.8123765,7.631725942
892.3167889,1428.876778,42.70041413,7.345689316
892.2441547,1432.585525,42.49922229,7.187836505
887.9778717,1417.554011,42.28874125,7.100188656
695.9267384,1342.929989,42.08359,6.732105089
873.7443728,1396.64923,41.8125,6.657222017
1060.080785,1510.479589,41.546875,7.513283963
750.9707656,1355.754067,41.357709,6.816399872
604.4938644,1217.363322,41.2374945,6.156360939
785.9861876,1354.242071,41.13541667,6.615429306
831.8082828,1392.1254,41.02502356,6.778749783
830.2157211,1390.753856,40.89813063,6.850147163
625.1923344,1261.150822,40.6793765,6.420938644
471.8893132,1143.94517,40.380993,6.025873495
457.1051716,1162.305338,40.12491371,5.604868153
412.7900272,1122.9223,40.1109065,5.257810961
437.36432,1124.250678,40.0390625,5.491384058
461.2349158,1148.30911,39.91875,5.706736605
528.0444172,1186.959711,39.77344375,6.167688739
426.2411789,1131.40014,39.65305833,5.625557726
500.1071772,1175.096122,39.531252,6.08117765
485.2887147,1159.00004,39.4375,5.786784011
466.1631122,1151.824288,39.36773714,5.705660922
406.64213,1129.8349,39.25563333,5.669960894
584.5593942,1238.941733,39.13145775,6.143531411
596.6279711,1242.548489,39.04861111,5.977116506
614.8305906,1263.65298,38.93749956,6.349072017
694.2465689,1303.164325,38.85219,6.613799739
687.2839805,1299.327711,38.78875113,6.494273558
552.8639216,1209.056411,38.67188838,6.106794637
587.3137683,1230.62679,38.575,6.148438794
455.7725432,1150.719533,38.44525088,5.870747168
357.6311194,1063.797263,38.35682,5.423541065
318.0196522,1039.473356,38.2268395,5.302738661
273.2411347,1030.046282,38.0949356,5.3413208
242.3124133,1029.757978,37.94373859,4.780638717
179.0749125,1029.99835,37.7328403,4.606722039
182.8387895,1030.282878,37.492188,4.561868211
135.1313032,1029.771338,37.30208333,4.359744261
140.6156408,1030.10436,37.03125,4.239863058
207.3797505,1029.836589,36.79676975,4.840762953
114.6794569,1030.2328,36.6328125,3.940305729
223.3692994,1029.889867,36.48291571,4.687149822
193.3310128,1030.0347,36.3488388,4.525383067
140.7508917,1030.0666,36.23622513,4.25646655
182.7689444,1029.756263,36.1238976,4.50691655
189.7346589,1030.313244,35.99202944,4.296489321
113.0067731,1029.8998,35.90625125,3.952688082
92.42861995,1030.167589,35.75694444,3.851689374
71.45127556,1030.119911,35.5703125,3.590660972
104.296156,1030.094478,35.40417425,3.978783167
64.798772,1029.8298,35.27299588,3.664349867
22.03004768,1030.011667,35.1168725,3.197427622
-4.102183626,498.1877929,35.0546875,2.608034915
-6.162553372,74.8556428,36.35625,2.548955411
-5.979315063,87.6369895,37.14285714,2.409326174
-6.028154195,84.31395689,37.58678714,2.503899874
-6.022675878,97.5616675,38.068958,2.544016583
-5.970672917,58.857237,38.48214286,1.938894361
-5.990825883,75.36908778,38.7421875,2.452472089
-5.570411582,81.28236967,38.9997125,2.475046918
-6.362259726,115.5663539,39.27850933,2.835768311
-6.058290994,87.86664611,39.58035714,3.099777639
-5.775441622,75.93127633,39.8281925,2.308449856
-5.8594588,30.81640344,40.0625,2.269276365
-5.146994684,43.74962278,40.32645922,2.418284105
